method,fpir,tpir_rank1,tpir_rank5,false_reviews_per_1000_non_mated,end_to_end_duplicate_detection_rate
three_image_open_set_calibrated,0.005244755244755245,0.9246284501061571,0.9246284501061571,5.244755244755245,0.871
logistic_regression_review_classifier,0.006993006993006993,0.9416135881104034,0.9426751592356688,6.993006993006993,0.887
