layer,method,fpir,false_reviews_per_1000_non_mated,tpir_rank1,tpir_rank5,end_to_end_duplicate_detection_rate,gallery_enrolment_coverage,mated_probe_coverage,non_mated_probe_coverage,complete_pipeline_latency_mean_ms,search_latency_mean_ms,threshold_source
1,Layer 1 single image transferred threshold,0.0894792030758476,89.4792030758476,0.9346195069667739,0.9356913183279743,0.872,0.98,0.933,0.9536666666666667,14.912695831548888,0.8707788009185473,LFW 1:1 frozen threshold (transferred)
2,Layer 2 three images transferred threshold,0.15438351379671672,154.38351379671673,0.9670912951167728,0.9681528662420382,,0.99,0.942,0.9543333333333334,14.78634560112591,0.8838134640478988,LFW 1:1 frozen threshold (transferred)
3,Layer 3 three images BFW calibration,0.006636395389451624,6.636395389451624,0.9246284501061571,0.9246284501061571,0.871,0.99,0.942,0.9543333333333334,14.78634560112591,0.8838134640478988,"BFW development calibration, frozen"
4,Layer 4 review classifier,0.006993006993006993,6.993006993006993,0.9416135881104034,0.9426751592356688,0.887,0.99,0.942,0.9533333333333334,15.10745055115723,0.9014236940391757,"BFW classifier-calibration identities, frozen probability"
5,Layer 5 SCRFD + ArcFace own calibration,0.0013391362571141614,1.3391362571141614,0.9679679679679679,0.9679679679679679,0.967,1.0,0.999,0.9956666666666667,82.05623761815518,1.0512431690622308,"BFW development calibration for SCRFD + ArcFace, frozen"
